year,rank,artist,title,wiki.url,songlyrics.url,lyrics,song.length,label,genre,line_repeat_count,title_repeat_count
2001,4,Train,"""Drops of Jupiter (Tell Me)""",https://en.wikipedia.org/wiki/Drops_of_Jupiter_(Tell_Me),https://www.songlyrics.com/train/drops-of-jupiter-tell-me-lyrics/,"Now that she's back in the atmosphere
With drops of Jupiter in her hair

She acts like summer and walks like rain
Reminds me that there's a time to change, hey

Since the return of her stay on the moon
She listens like spring and she talks like June, hey
Hey, hey, yeah

But tell me, did you sail across the sun?
Did you make it to the Milky Way to see the lights all faded
And that Heaven is overrated?
And tell me, did you fall for a shooting star?
One without a permanent scar, and did you miss me
While you were looking for yourself out there?

Now that she's back from that soul vacation
Tracing her way through the constellation, hey, mmm

She checks out Mozart while she does Tae-Bo
Reminds me that there's a room to grow, hey, yeah

Now that she's back in the atmosphere
I'm afraid that she might think of me as
Plain ol' Jane told a story about a man
Who was too afraid to fly, so he never did land

But tell me, did the wind sweep you off your feet?
Did you finally get the chance to dance along the light of day
And head back to the Milky Way?
And tell me, did Venus blow your mind?
Was it everything you wanted to find, and did you miss me
While you were looking for yourself out there?

Can you imagine no love, pride, deep-fried chicken
Your best friend always sticking up for you
Even when I know you're wrong?
Can you imagine no first dance, freeze-dried romance
Five hour phone conversation
The best soy latte that you ever had, and me?

But tell me, did the wind sweep you off your feet?
Did you finally get the chance to dance along the light of day
And head back toward the Milky Way?
And tell me, did you sail across the sun?
Did you make it to the Milky Way to see the lights all faded
And that Heaven is overrated?
And tell me, did you fall for a shooting star?
One without a permanent scar, and then you miss me
While you were looking for yourself?

Na-na, na-na, na-na
Na-na, na-na, na-na, na, na
And did you finally get the chance
To dance along the light of day?
Na-na, na-na, na-na
Na-na, na-na, na-na, na, na
And did you fall for a shooting star?
Fall for a shooting star?
Na-na, na-na, na-na
Na-na, na-na, na-na, na, na
And are you lonely looking for yourself out there?",4:20,Columbia,"Rock, arena rock",20,0
2001,5,Jennifer Lopez featuring Ja Rule,"""I'm Real (Murder Remix)""",https://en.wikipedia.org/wiki/I%27m_Real_(Jennifer_Lopez_song),NA,NA,4:58,Epic,"Synth-pop, R&B",NA,NA
2001,6,Matchbox Twenty,"""If You're Gone""",https://en.wikipedia.org/wiki/If_You%27re_Gone_(Matchbox_Twenty_song),https://www.songlyrics.com/matchbox-twenty/if-you-re-gone-lyrics/,"I think I've already lost you
I think you're already gone
I think I'm finally scared now
You think I'm weak, I think you're wrong

I think you're already leavin'
Feels like your hand is on the door
I thought this place was an empire
Now I'm relaxed, I can't be sure

And I think you're so mean, I think we should try
I think I could need this in my life and
I think I'm scared, I think too much
I know it's wrong, it's a problem, I'm dealin'

If you're gone, maybe it's time to come home
There's an awful lot of breathin' room, but I can hardly move
If you're gone, baby, you need to come home, come home
There's a little bit of somethin' me, in everythin' in you

I bet you're hard to get over
I bet the room just won't shine
I bet my hands I can stay here
And I bet you need more than you mind

And I think you're so mean, I think we should try
I think I could need, this in my life
I think I'm just scared that I know too much
I can't relate and that's a problem I'm feelin'

If you're gone, maybe it's time to come home
There's an awful lot of breathin' room, but I can hardly move
If you're gone, baby, you need to come home, come home
There's a little bit of somethin' me, in everythin' in you

I think you're so mean, I think we should try
I think I could need this in my life and
And I think I'm scared, do I talk too much?
I know it's wrong, it's a problem, I'm dealin'

If you're gone, and maybe it's time to come home
Well, there's an awful lot of breathin' room, but I can hardly move
Well, if you're gone, hell, baby, you need to come home, come home
There's a little bit of somethin' me, in everythin' in you

Somethin' in me (everything in)
Somethin' in me in (in you)",4:34,"Atlantic
Lava
Melisma",NA,15,6
2001,7,Eve featuring Gwen Stefani,"""Let Me Blow Ya Mind""",https://en.wikipedia.org/wiki/Let_Me_Blow_Ya_Mind,NA,NA,3:51,"Ruff Ryders
Interscope","Hip-hop, R&B",NA,NA
2001,8,Dido,"""Thank You""",https://en.wikipedia.org/wiki/Thank_You_(Dido_song),https://www.songlyrics.com/dido/thank-you-lyrics/,"My tea's gone cold, I'm wondering why I
Got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could it'd all be gray
But your picture on my wall
It reminds me that it's not so bad
It's not so bad

I drank too much last night, got bills to pay
My head just feels in pain
I missed the bus and there'll be hell today
I'm late for work again

And even if I'm there, they'll all imply
That I might not last the day
And then you call me and it's not so bad
It's not so bad

And I want to thank you
For giving me the best day of my life
Oh, just to be with you
Is like having the best day of my life

Push the door, I'm home at last
And I'm soaking through and through
Then you handed me a towel
And all I see is you
And even if my house falls down now
I wouldn't have a clue
Because you're near me

And I want to thank you
For giving me the best day of my life
Oh, just to be with you
Is like having the best day of my life

I want to thank you
For giving me the best day of my life
Oh, just to be with you
Is like having the best day of my life",3:44,"Arista
BMG
Cheeky",Soft pop,13,3
2001,9,Lenny Kravitz,"""Again""",https://en.wikipedia.org/wiki/Again_(Lenny_Kravitz_song),https://www.songlyrics.com/lenny-kravitz/again-lyrics/,"I've been searching for you
I heard a cry within my soul
I've never had a yearning quite like this before
Now that you are walking right through my door

All of my life
Where have you been
I wonder if I'll ever see you again
And if that day comes
I know we could win
I wonder if I'll ever see you again

A sacred gift of heaven
For better worse wherever
And I would never let somebody break you down
Until you cried, never

All of my life
Where have you been
I wonder if I'll ever see you again
And if that day comes
I know we could win
I wonder if I'll ever see you again

At every time, I've always known
That you where there, upon your throne
A lonely queen, without her king
I longed for you, my love forever

All of my life
Where have you been
I wonder if I'll ever see you again
And if that day comes
I know we could win
I wonder if I'll ever see you again

All of my life
Where have you been
I wonder if I'll ever see you again
And if that day comes
I know we could win
I wonder if I'll ever see you again

I wonder if I'll ever see you again
I wonder if I'll ever see you again
I wonder if I'll ever see you again
I wonder if I'll ever see you again
I wonder if I'll ever see you again",3:50,Virgin,"Rock, neo soul",29,13
2001,10,Destiny's Child,"""Independent Women Part I""",https://en.wikipedia.org/wiki/Independent_Women_Part_I,https://www.songlyrics.com/destiny-s-child/independent-women-part-i-lyrics/,"Lucy Liu
With my girl, drew
Cameron D. and destiny
Charlie's Angels, come on (come on)
Uh, uh, uh

Question, tell me what you think about me?
I buy my own diamonds and I buy my own rings
Only ring your celly when I'm feelin' lonely
When it's all over, please get up and leave

Question, tell me how you feel about this?
Try to control me, boy, you get dismissed
Pay my own car note and I pay my own bills
Always fifty fifty in relationships

The shoes on my feet, I bought it
Clothes I'm wearing, I bought it
The rock I'm rocking, I bought it
'Cause I depend on me if I want it
The watch I'm wearing, I bought it
The house I live in, I bought it
The car I'm driving, I've bought it
I depend on me (I depend on me)

All the women, who independent
Throw your hands up at me
All the honeys, who making money
Throw your hands up at me
All the mommas, who profit dollars
Throw your hands up at me
All the ladies, who truly feel me
Throw your hands up at me

Girl, I didn't know you could get down like that
Charlie, how your Angels get down like that?
Girl, I didn't know you could get down like that
Charlie, how your Angels get down like that?

Tell me how you feel about this
Do what I want, live how I wanna live
I worked hard and sacrificed to get what I get
Ladies, it ain't easy being independent

Question, how'd you like this knowledge that I brought?
Bragging on that cash that he gave you is to front
If you're gonna brag, make sure it's your money you flaunt
Depend on no one else to give you what you want

The shoes on my feet, I bought it
Clothes I'm wearing, I bought it
The rock I'm rocking, I bought it
'Cause I depend on me if I want it
The watch I'm wearing, I bought it
The house I live in, I bought it
The car I'm driving, I've bought it
I depend on me (I depend on me)

All the women, who independent
Throw your hands up at me
All the honeys, who making money
Throw your hands up at me
All the mommas, who profit dollars
Throw your hands up at me
All the ladies, who truly feel me
Throw your hands up at me

Girl, I didn't know you could get down like that
Charlie, how your Angels get down like that?
Girl, I didn't know you could get down like that
Charlie, how your Angels get down like that?

Destiny's Child, wassup?
You in the house? sure 'nuff
We'll break these people off, Angel style
Child of destiny, independent beauty
No one else can scare me, woah ohh
Charlie's Angels, woah

All the women, who independent
Throw your hands up at me
All the honeys, who making money
Throw your hands up at me
All the mommas, who profit dollars
Throw your hands up at me
All the ladies, who truly feel me
Throw your hands up at me

Girl, I didn't know you could get down like that
Charlie, how your Angels get down like that?
Girl, I didn't know you could get down like that, oh-ohh
Charlie, how your Angels get down like that?
Girl, I didn't know you could get down like that
Charlie, how your Angels get down like that?
Girl, I didn't know you could get down like that
Charlie, how your Angels get down like that?",3:37,Columbia,R&B,55,0
2002,1,Nickelback,"""How You Remind Me""",https://en.wikipedia.org/wiki/How_You_Remind_Me,https://www.songlyrics.com/nickelback/how-you-remind-me-lyrics/,"Never made it as a wise man
I couldn't cut it as a poor man stealing
Tired of living like a blind man
I'm sick of sight without a sense of feeling

And this is how you remind me

This is how you remind me
Of what I really am
This is how you remind me
Of what I really am

It's not like you to say ""Sorry""
I was waiting on a different story
This time, I'm mistaken
For handing you a heart worth breaking

And I've been wrong, I've been down
Been to the bottom of every bottle
These five words in my head
Scream, ""Are we having fun yet?""

Yeah, yeah, yeah, no, no
Yeah, yeah, yeah, no, no

It's not like you didn't know that
I said, ""I love you,"" and I swear, I still do
And it must have been so bad
'Cause living with me must have damn near killed you

And this is how you remind me
Of what I really am
This is how you remind me
Of what I really am

It's not like you to say ""Sorry""
I was waiting on a different story
This time, I'm mistaken
For handing you a heart worth breaking

And I've been wrong, I've been down
Been to the bottom of every bottle
These five words in my head
Scream, ""Are we having fun yet?""

Yeah, yeah, yeah, no, no
Yeah, yeah, yeah, no, no
Yeah, yeah, yeah, no, no
Yeah, yeah, yeah, no, no

Never made it as a wise man
I couldn't cut it as a poor man stealing
And this is how you remind me
This is how you remind me

This is how you remind me
Of what I really am
This is how you remind me
Of what I really am

It's not like you to say ""Sorry""
I was waiting on a different story
This time I'm mistaken
For handing you a heart worth breaking

And I've been wrong, I've been down
Been to the bottom of every bottle
These five words in my head
Scream, ""Are we having fun yet?""

Yeah, yeah, are we having fun yet?
Yeah, yeah, are we having fun yet?
Yeah, yeah, are we having fun yet?

Yeah, yeah

No, no",3:43,Roadrunner,"Post-grunge, hard rock, alternative rock",51,9
2002,2,Ashanti,"""Foolish""",https://en.wikipedia.org/wiki/Foolish_(Ashanti_song),https://www.songlyrics.com/ashanti/foolish-lyrics/,"Murder Inc.
Ashanti

See, my days are cold without you
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you
See, my days are cold without you
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you

Baby, I don't know why you're
Treating me so bad
You said you love me, no one above me
And I was all you had
And though my heart is beating for you,
I can't stop crying
I don't know how I allow you to treat me
This way and still I stay

See, my days are cold without you
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you
See, my days are cold without you
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you

Baby, I don't know why you wanna do me wrong
See when I'm home
I'm all alone and you are always gone
And boy, you know I really love you
I can't deny
I can't see how you could bring me
To so many tears after all these years

See, my days are cold without you
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you
See, my days are cold without you
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you

I trusted you, I trusted you
So sad, so sad what love will make you do
All the things that we accept
Be the things that we regret
To all of my ladies
Feel me, come on, sing with me
See, when I get the strength to leave
You always tell me that you need me
And I'm weak 'cause I believe you
And I'm mad because I love you
So I stop and think that maybe
You could learn to appreciate me
Then it all remains the same
That you ain't never gonna change
Never gonna change, never gonna change

See, my days are cold without you
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you
See, my days are cold without you
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you

Baby, why you hurt me
Leave me and desert me?
Boy, I gave you all my heart and
All you did was tear it up
Looking out my window
Knowing that I should go
Even when I pack my bags
There's something always hold me back",3:47,"Def Jam
AJM
Murder Inc.",R&B,32,0
2002,3,Nelly,"""Hot in Herre""",https://en.wikipedia.org/wiki/Hot_in_Herre,https://www.songlyrics.com/nelly/hot-in-herre-lyrics/,"It's hot in
So hot in here
So hot in (ah)
Oh!

Want a little bit of (uh, uh), and a little bit of (uh, uh)
Just a little bit of, just a little bit of
Just a little bit of, just a little bit of

I was like, good gracious, ass is bodacious (uh)
Flirtatious, tryna show patience (ah)
I'm waitin' for the right time to shoot my steez (you know)
Waitin' for the right time to flash them keys
Then, uh, I'm leavin', please believe in (oh)
Me and the rest of my heathens
Check it, got it locked at the top of the Fo' Seasons
Penthouse, rooftop, birds I'm feedin'

No deceivin', nothin' up my sleeve and
No teasin', I need you to
Get up, up on the dance floor
Give that man what he askin' for (oh)
'Cause I feel like bustin' loose
And I feel like touchin' you, uh, uh
And can't nobody stop the juice
So baby, tell me, what's the use? I said

It's gettin' hot in here (so hot)
So take off all your clothes (ay)
I am gettin' so hot
I wanna take my clothes off (oh)
It's gettin' hot in here (so hot)
So take off all your clothes (ay)
I am gettin' so hot
I wanna take my clothes off (let it hang all out)

Why you at the bar if you ain't poppin' the bottles? (C'mon)
What good is all the fame if you ain't fuckin' the models?
I see you drivin' sports cars, ain't hittin' the throttle
And I'll be down to do a hundred, top down and goggles
Got off the freeway, exit 106, and parked it
Ashtray, flip gate, time to spark it
Went Gucci collar for dollar, got out and walked it
I spit game 'cause, baby, I can't talk it

Warm (uh), sweatin' (uh), it's hot up in this joint
Vokal tank top on at this point
You wit' a winner so, baby, you can't lose
I got secrets, can't leave Cancun
So take it off like you're home alone
You know, dance in front your mirror while you're on the phone
Checkin' your reflection and tellin' your best friend
Like, ""Girl, I think my butt gettin' big"" (oh)

It's gettin' hot in here (so hot)
So take off all your clothes (ay)
I am gettin' so hot
I wanna take my clothes off (oh)
It's gettin' hot in here (so hot)
So take off all your clothes (ay)
I am gettin' so hot
I wanna take my clothes off (let it hang all out)

Mix a little bit of (ah, ah) with a little bit of (ah, ah)
Let it just fall out
Give a little bit of (ah, ah) with a little bit of (ah, ah)
Let it hang all out
With a little bit of (ah, ah) and a sprinkle of that (ah, ah)
Let it just fall out
I like it when ya (ah, ah), girl, baby make it (ah, ah)
Oh

Stop pacin', time wastin'
I got a friend with a pole in the basement (what?)
I'm just kiddin' like Jason (oh)
Unless you gon' do it
Extra, extra (ay), spread the news (check it)
Nelly took a trip from the Lou' to the Neptunes
Came back with somethin' thicker than fittin' in Sassoons
Say she learned a thing about cuttin' in restrooms (oh)

It's gettin' hot in here (so hot)
So take off all your clothes (ay)
I am gettin' so hot
I wanna take my clothes off (oh)
It's gettin' hot in here (so hot)
So take off all your clothes (ay)
I am gettin' so hot
I wanna take my clothes off (let it hang all out)

It's gettin' hot in here (so hot)
So take off all your clothes (ay)
I am gettin' so hot
I wanna take my clothes off (oh)
It's gettin' hot in here (so hot)
So take off all your clothes (ay)
I am gettin' so hot (bring it, bring it)
I wanna take my clothes off (let it hang all out)

Mix a little bit of (ah, ah) with a little bit of (ah, ah)
Let it just fall out
Give a little bit of (ah, ah) with a little bit of (ah, ah)
Let it hang all out
With a little bit of (ah, ah) and a sprinkle of that (ah, ah)
Let it just fall out
I like it when ya (ah, ah), girl, baby make it (ah, ah) oh",3:49,"Universal
Fo' Reel",Hip-hop,45,0
2002,4,Nelly featuring Kelly Rowland,"""Dilemma""",https://en.wikipedia.org/wiki/Dilemma_(Nelly_song),https://www.songlyrics.com/nelly-featuring-kelly-rowland/dilemma-lyrics/,"Uh, uh
Check it, check it
Uh, uh
I love you and I need you
Nelly, I love you, I do need you

No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you

No matter what I do
All I think about is you
Even when I'm with my boo
You know I'm crazy over you

Uh-uh-uh-uh
I met this chick and she just moved right up the block from me
And she got the hots for me, the finest thing my hood done seen
But oh no, oh no, she got a man and a son, though
But that's okay
'Cause I wait for my cue and just listen, play my position
Like a shortstop, pick up everything mami hittin'
And in no time I plan to make this one here mine
And that's for sure

'Cause I, I never been the type to break up a happy home
But there's something 'bout baby girl, I just can't leave alone
So tell me ma, what's it gonna be
She said, ""You don't know what you mean to me"" c'mon

No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you
No matter what I do
All I think about is you
Even when I'm with my boo
You know I'm crazy over you

Uh-uh-uh-uh
I see a lot in your look and I never say a word
I know how niggas start actin' trippin' out here about they girls
And there's no way Nelly gon' fight over no dame (I ain't fighting over no dame)
As you can see
But I, I like your steeze, your style, your whole demeanor
The way you come through and holler, and swoop me in his two-seater
Now that's gangsta and I got special ways to thank ya
Don't you forget it
But it ain't that easy for you to back up and leave him
But you and dirty got ties for different reasons
I respect that, and right before I turned to leave
She said, ""You don't know what you mean to me"" c'mon

No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you (put your hands up)
No matter what I do (put your hands up)
All I think about is you (yeah, yeah)
Even when I'm with my boo
You know I'm crazy over you

Sing it for me, K!

And I love you (what?)
And I need you
Nelly, I love you, I do (c'mon girl)
And it's more than you'll ever know
Boy, it's for sho
You can always count on my love
Forever more, yeah, yeah

East Coast, I know you're shakin' right
Down South, I know you're bouncin' right
West Coast, I know you're walkin' right (crazy) ('cause you don't know what you mean to me)
Midwest, I see you swingin' right

No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you
No matter what I do
All I think about is you
Even when I'm with my boo
You know I'm crazy over you

East Coast, I know you're shakin' right
Down South, I know you're bouncin' right
West Coast, I know you're walkin' right (you don't know what you mean to me)
Midwest, I see you swingin' right
East Coast, you're still shakin' right
Down South, I see you bouncin' right
West Coast, I know you're walkin' right (you don't know what you mean to me)
Midwest, you're still swingin' right

No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you
No matter what I do
All I think about is you
Even when I'm with my boo
You know I'm crazy over you

Yeah, yeah
East Coast, I know you're shakin' right (what?)
Down South, I know you're bouncin' right (dirty, dirty, nah)
West Coast, I know you're walkin' right (you don't know what you mean to me)
Midwest, I see you swingin' right
East Coast, you're still shakin' right (yeah)
Down South, I see you bouncin' right (dirty, dirty)
West Coast, I know you're walkin' right (you don't know what you mean to me)
Midwest, you're still swingin' right",4:49,"Universal
Columbia",R&B,56,0
2002,5,The Calling,"""Wherever You Will Go""",https://en.wikipedia.org/wiki/Wherever_You_Will_Go,https://www.songlyrics.com/the-calling/wherever-you-will-go-lyrics/,"So lately, been wondering
Who will be there to take my place
When I'm gone, you'll need love
To light the shadows on your face

If a great wave shall fall
And fall upon us all
Then between the sand and stone
Could you make it on your own

If I could, then I would
I'll go wherever you will go
Way up high or down low
I'll go wherever you will go

And maybe, I'll find out
A way to make it back someday
To watch you, to guide you
Through the darkest of your days

If a great wave shall fall
And fall upon us all
Then I hope there's someone out there
Who can bring me back to you

If I could, then I would
I'll go wherever you will go
Way up high or down low
I'll go wherever you will go

Run away with my heart
Run away with my hope
Run away with my love

I know now, just quite how
My life and love might still go on
In your heart, in your mind
I'll stay with you for all of time

If I could, then I would
I'll go wherever you will go
Way up high or down low
I'll go wherever you will go

If I could turn back time
I'll go wherever you will go
If I could make you mine
I'll go wherever you will go

I'll go wherever you will go",3:29,"RCA
BMG","Post-grunge, alternative rock",19,9
2002,6,Vanessa Carlton,"""A Thousand Miles""",https://en.wikipedia.org/wiki/A_Thousand_Miles,https://www.songlyrics.com/vanessa-carlton/a-thousand-miles-lyrics/,"Making my way downtown
Walking fast, faces pass and I'm homebound

Staring blankly ahead
Just making my way
Making a way through the crowd

And I need you
And I miss you
And now I wonder

If I could fall into the sky
Do you think time would pass me by?
'Cause you know I'd walk a thousand miles
If I could just see you tonight

It's always times like these when I think of you
And wonder if you ever think of me
'Cause everything's so wrong, and I don't belong
Living in your precious memory

'Cause I need you
And I miss you
And now I wonder

If I could fall into the sky
Do you think time would pass me by?
Oh, 'cause you know I'd walk a thousand miles
If I could just see you tonight

And I, I don't wanna let you know
I, I drown in your memory
I, I don't wanna let this go
I, I don't

Making my way downtown
Walking fast, faces pass and I'm homebound

Staring blankly ahead, just making my way
Making a way through the crowd

And I still need you
And I still miss you
And now I wonder

If I could fall into the sky
Do you think time would pass us by?
'Cause you know I'd walk a thousand miles
If I could just see you, oh-oh

If I could fall into the sky
Do you think time would pass me by?
'Cause you know I'd walk a thousand miles
If I could just see you
If I could just hold you tonight",3:57,A&M,"Pop rock, orchestral pop",23,4
2002,7,Linkin Park,"""In the End""",https://en.wikipedia.org/wiki/In_the_End,https://www.songlyrics.com/linkin-park/in-the-end-lyrics/,"It starts with one
One thing I don't know why
It doesn't even matter how hard you try
Keep that in mind, I designed this rhyme
To explain in due time

All I know
Time is a valuable thing
Watch it fly by as the pendulum swings
Watch it count down to the end of the day
The clock ticks life away

It's so unreal
Didn't look out below
Watch the time go right out the window
Tryin' to hold on, did-didn't even know
I wasted it all just to watch you go

I kept everything inside and even though I tried
It all fell apart
What it meant to me will eventually
Be a memory of a time when-

I tried so hard and got so far
But in the end, it doesn't even matter
I had to fall to lose it all
But in the end, it doesn't even matter

One thing, I don't know why
It doesn't even matter how hard you try
Keep that in mind, I designed this rhyme
To remind myself how I tried so hard

In spite of the way you were mockin' me
Acting like I was part of your property
Remembering all the times you fought with me
I'm surprised it got so far

Things aren't the way they were before
You wouldn't even recognize me anymore
Not that you knew me back then
But it all comes back to me in the end

You kept everything inside and even though I tried
It all fell apart
What it meant to me will eventually
Be a memory of a time when-

I tried so hard and got so far
But in the end, it doesn't even matter
I had to fall to lose it all
But in the end, it doesn't even matter

I've put my trust in you
Pushed as far as I can go
For all this
There's only one thing you should know
I've put my trust in you
Pushed as far as I can go
For all this
There's only one thing you should know

I tried so hard and got so far
But in the end, it doesn't even matter
I had to fall to lose it all
But in the end, it doesn't even matter",3:36,Warner Bros.,"Nu metal, rap rock, alternative rock, hard rock",30,7
2002,8,Fat Joe featuring Ashanti,"""What's Luv?""",https://en.wikipedia.org/wiki/What%27s_Luv%3F,NA,NA,"4:27 (album version)
3:51 (radio version)","Atlantic
Terror Squad",NA,NA,NA
2002,9,Usher,"""U Got It Bad""",https://en.wikipedia.org/wiki/U_Got_It_Bad,https://www.songlyrics.com/usher/u-got-it-bad-lyrics/,"Oh-oh, no, no, no, no, no, no, no, no

No-ooh

When you feel it in your body you found somebody who
Makes you change your ways like hanging with your crew
Said you act like you're ready but you don't really know
And everything in your past, you wanna let it go

I've been there, done it, humped around, ha
After all that this is what I found
Nobody wants to be alone
If you're touched by the words in this song
Then maybe

You got it, you got it bad
When you're on the phone
Hang up and you call right back (oh, you)
You got it, you got it bad
If you miss a day without your friend, your whole life's off track
Know you got it bad when you're stuck in the house
You don't wanna have fun
It's all you think about
You got it bad when you're out with someone
But you keep on thinkin' 'bout somebody else
You got it bad

When you say that you love 'em
And you really know
Everything that used to matter, don't matter no more
Like my money, all my cars
(You can have it all back)
Flowers, cards, and candy
(I do it just 'cause I'm-)
Said I'm fortunate to have you, girl
I want you to know
I really adore you
All my people who know what's going on
Look at your mate, help me sing my song

Tell her, ""I'm your man, you're my girl
I'm gonna tell it to the whole wide world""
Ladies say, ""I'm you gIrl, you're my man
Promise to love you the best I can""

See I've been there, done it, humped around
After all that this is what I found
Every one of ya'll are just like me
It's too bad that you can't see
That you got it bad, hey

You got it, you got it bad
When you're on the phone
Hang up and you call right back
You got it, you got it bad
If you miss a day without your friend, your whole life's off track
Know you got it bad when you're stuck in the house
You don't wanna have fun
It's all you think about (look at yourself)
You got it bad when you're out with someone
But you keep on thinkin' 'bout somebody else
You got it bad

You got it, you got it bad
When you're on the phone
Hang up and you call right back
You got it, you got it bad
And if you miss a day without your friend, your whole life's off track
Know you got it bad when you're stuck in the house
You don't wanna have fun
It's all you think about
You got it bad when you're out with someone
But you keep on thinkin' 'bout somebody else",4:07,"Arista
LaFace",R&B,31,15
2002,10,Puddle of Mudd,"""Blurry""",https://en.wikipedia.org/wiki/Blurry,https://www.songlyrics.com/puddle-of-mudd/blurry-lyrics/,"Everything's so blurry and everyone's so fake
And everybody's empty and everything is so messed up
Preoccupied without you, I cannot live at all
My whole world surrounds you, I stumble and I crawl

You could be my someone, you could be my scene
You know that I'll protect you from all of the obscene
I wonder what you're doing, imagine where you are
There's oceans in between us, but that's not very far

Can you take it all away?
Can you take it all away?
Well, you shoved it in my face
This pain you gave to me
Can you take it all away?
Can you take it all away?
Well, you shoved it in my face

Everyone is changing, there's no one left that's real
So make up your own ending and let me know just how you feel
'Cause I am lost without you, I cannot live at all
My whole world surrounds you, I stumble then I crawl

You could be my someone, you could be my scene
You know that I will save you from all of the unclean
I wonder what you're doing, I wonder where you are
There's oceans in between us, but that's not very far

Can you take it all away?
Can you take it all away?
Well, you shoved it in my face
This pain you gave to me
Can you take it all away?
Can you take it all away?
Well, you shoved it in my face
This pain you gave to me

Nobo-, nobody told me what you thought
Nobody told me what to say
Everyone showed you where to turn
Told you when to run away
Nobody told you where to hide
Nobody told you what to say
Everyone showed you where to turn
Showed you when to run away

Can you take it all away?
Can you take it all away?
Well, you shoved it in my face
This pain you gave to me
Can you take it all away?
Can you take it all away?
Well, you shoved it in my face
This pain you gave to me, no
This pain you gave to me

This pain you gave to me

Can you take it all, take it all away?
This pain you gave to me
Can you take it all away?
This pain you gave to me
Can you take it all away?
This pain you gave to me","5:04 (album version)
4:17 (radio and video version)","Flawless
Geffen","Post-grunge, alternative rock",35,1
2003,1,50 Cent,"""In da Club""",https://en.wikipedia.org/wiki/In_da_Club,https://www.songlyrics.com/50-cent/in-da-club-lyrics/,"Go, go, go, go, go, go
Go, shorty
It's your birthday
We gon' party like it's your birthday
We gon' sip Bacardi like it's your birthday
And you know we don't give a fuck it's not your birthday

You can find me in the club, bottle full of bub'
Look, mami, I got the X, if you into takin' drugs
I'm into havin' sex, I ain't into makin' love
So come give me a hug, if you into getting rubbed

You can find me in the club, bottle full of bub'
Look, mami, I got the X, if you into takin' drugs
I'm into havin' sex, I ain't into makin' love
So come give me a hug, if you into getting rubbed

When I pull out up front, you see the Benz on dubs
When I roll 20 deep, it's 20 knives in the club
Niggas heard I fuck with Dre, now they wanna show me love
When you sell like Eminem, and the hoes they wanna fuck
But, homie, ain't nothing change hoes down, G's up
I see Xzibit in the cut, that nigga roll that weed up
If you watch how I move, you'll mistake me for a playa or pimp
Been hit wit' a few shells, but I don't walk wit' a limp (I'm ight)

In the hood, in L.A., they saying ""50 you hot""
They like me, I want them to love me like they love 'Pac
But holla, in New York them niggas'll tell ya I'm loco
And the plan is to put the rap game in a chokehold
I'm full of focused man, my money on my mind
I got a mill' out the deal and I'm still on the grind
Now shorty said she feeling my style, she feeling my flow
Her girlfriend wanna get bi and they ready to go

You can find me in the club, bottle full of bub'
Look, mami, I got the X, if you into takin' drugs
I'm into havin' sex, I ain't into makin' love
So come give me a hug, if you into getting rubbed

You can find me in the club, bottle full of bub'
Look, mami, I got the X, if you into takin' drugs
I'm into havin' sex I, ain't into makin' love
So come give me a hug, if you into getting rubbed

My flow, my show brought me the dough
That bought me all my fancy things
My crib, my cars, my clothes, my jewels
Look, nigga, I done came up and I ain't change

And you should love it, way more then you hate it
Nigga, you mad? I thought that you'd be happy I made it
I'm that cat by the bar toasting to the good life
You that faggot ass nigga trying to pull me back, right?
When my jaws get to bumpin' in the club it's on
I wink my eye at you, bitch, if she smiles she gone
If the roof on fire, let the motherfucker burn
If the talk ain't 'bout money, homie, I ain't concerned
I'm a tell you what Banks told me, ""Cuz, go 'head switch the style up
If the niggas hate then let 'em hate and watch the money pile up""
Or we can go upside your head wit' a bottle of bub'
They know where we fuckin' be

You can find me in the club, bottle full of bub'
Look, mami, I got the X, if you into takin' drugs
I'm into havin' sex, I ain't into makin' love
So come give me a hug, if you into getting rubbed

You can find me in the club, bottle full of bub'
Look, mami, I got the X, if you into takin' drugs
I'm into havin' sex, I ain't into makin' love
So come give me a hug, if you into getting rubbed

Don't try to act like you don't know where we be neither, nigga
We in the club all the time, nigga, so pop, pop off, nigga
G-Unit","3:13 (album version)
3:45 (radio version)","Aftermath
Shady
Interscope","East Coast hip-hop, gangsta rap",23,0
